symbol,datetime,open,high,low,close,DSA_DIR,DSA_VWAP,dsa_pivot_pos_01,signed_vwap_dev_pct,trend_aligned_vwap_dev_pct,last_pivot_type,has_hl_hh_context,bars_since_last_hl_hh,bb_mid,bb_upper,bb_lower,bb_pos_01,bb_width_norm,bb_width_percentile,bb_width_change_5,bb_expand_streak,bb_contract_streak,rope_dir,bars_since_dir_change,dist_to_rope_atr,dist_to_lower_atr,channel_pos_01,rope_pivot_pos_01,w_DSA_DIR,w_dsa_pivot_pos_01,w_signed_vwap_dev_pct,ret_5,ret_10,ret_20,max_dd_5,max_dd_10,max_dd_20,max_up_5,max_up_10,max_up_20,win_5,win_10,win_20,bb_pos_thr,require_hl_hh,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,rr_5,rr_10,rr_20,strategy
300358.SZ,2021-09-10 07:00:00,23.6,23.65,22.27,23.11,1.0,29.022111889832342,0.504354136429608,-0.9017978159900554,-0.9017978159900554,HL,1.0,0.0,25.916999999999994,29.586322008219,22.24767799178099,0.1175042700378263,0.2831594712519972,0.55,-0.11008356662719743,0.0,12.0,0.0,6.0,-0.9941308260644672,0.005869173935532781,0.0029345869677663903,,1.0,0.6332094175960346,34.26039928293314,-0.08048463868455212,-0.13587191691908268,-0.23106880138468194,-0.12808308091735185,-0.16919082648204242,-0.27217654694937254,0.03418433578537426,0.03418433578537426,0.03418433578537426,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.628378378378378,-0.8030690537084401,-0.848966613672496,D3_HLHH后健康回踩_周线过滤
688260.SH,2021-09-10 07:00:00,22.77,22.78,21.56,21.92,1.0,25.633654794181872,0.518223234624146,-0.5519697173506503,-0.5519697173506503,HL,1.0,0.0,23.2205,24.962435417861425,21.478564582138578,0.12670831918768113,0.15003427297960192,0.125,-0.5285779890645438,0.0,10.0,0.0,7.0,-0.31281905675071237,0.687180943249288,0.34359047162464385,,1.0,0.6173733195449845,8.29837126596078,-0.16149635036496363,-0.20392335766423367,-0.2130474452554745,-0.18795620437956206,-0.21213503649635043,-0.24726277372262778,0.007299270072992544,0.007299270072992544,0.007299270072992544,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.8592233009708743,-0.9612903225806453,-0.8616236162361625,D3_HLHH后健康回踩_周线过滤
002613.SZ,2021-09-24 07:00:00,3.9,3.9,3.7,3.7,1.0,4.063060528371845,0.5340909090909091,1.1959438328287053,1.1959438328287053,HL,1.0,0.0,3.8594999999999997,4.029497058798091,3.689502941201908,0.030874236508290697,0.08809278859857053,0.07954545454545454,-0.4006044020437173,0.0,7.0,0.0,3.0,-0.377278023015975,0.6227219769840245,0.3113609884920121,,1.0,0.6666666666666662,6.634461706629624,-0.03783783783783787,-0.10000000000000002,-0.1324324324324325,-0.07837837837837838,-0.10540540540540544,-0.16486486486486493,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.4827586206896555,-0.9487179487179486,-0.8032786885245903,D3_HLHH后健康回踩_周线过滤
600864.SH,2021-09-27 07:00:00,6.38,6.55,6.07,6.1,1.0,6.0716085448629675,0.5401459854014593,0.4676101057446037,0.4676101057446037,HL,1.0,0.0,6.301,6.58622973197054,6.015770268029461,0.14765244034804687,0.09053475066514505,0.0449438202247191,-0.05818677746473688,0.0,10.0,0.0,0.0,-0.1532569682441275,0.8467430317558731,0.4233715158779363,,1.0,0.5388127853881278,7.955766327944663,0.008196721311475526,-0.03770491803278681,-0.06885245901639343,-0.019672131147540857,-0.05081967213114748,-0.09344262295081958,0.05409836065573772,0.05409836065573772,0.05409836065573772,1.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.4166666666666753,-0.7419354838709672,-0.7368421052631585,D3_HLHH后健康回踩_周线过滤
002065.SZ,2021-09-29 07:00:00,7.72,7.8,7.52,7.58,1.0,8.310908739401269,0.4473684210526315,0.48957977708214845,0.48957977708214845,HL,1.0,0.0,7.7965,8.064923173366257,7.528076826633743,0.09671887250846439,0.0688573522391475,0.0989010989010989,-0.610734340452429,0.0,8.0,0.0,7.0,-0.5787317078989113,0.42126829210108846,0.21063414605054429,,1.0,0.5879120879120879,7.1393633951852635,0.0013192612137202884,0.023746701846965663,-0.07519788918205808,-0.01319261213720312,-0.04089709762532988,-0.10290237467018473,0.03825857519788919,0.03825857519788919,0.03825857519788919,1.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.09999999999999822,0.5806451612903208,-0.7307692307692308,D3_HLHH后健康回踩_周线过滤
688007.SH,2021-11-29 07:00:00,31.13,32.86,31.13,31.61,1.0,37.125065364801216,0.44850746268656705,0.8874263229168171,0.8874263229168171,HL,1.0,0.0,33.50150000000001,36.1218379553027,30.881162044697312,0.1390732737026842,0.1564310825069143,0.09166666666666666,-0.11649141630084592,0.0,15.0,0.0,15.0,-0.9239345657880882,0.07606543421191135,0.038032717105955696,,1.0,0.43077689243027895,6.280845165347075,-0.09205947484973111,-0.052515026890224616,0.014868712432774402,-0.09522303068649156,-0.10661183169882951,-0.10661183169882951,0.024359379943056095,0.024359379943056095,0.07560898449857642,0.0,0.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.9667774086378744,-0.49258160237388715,0.1394658753709195,D3_HLHH后健康回踩_周线过滤
000045.SZ,2021-12-06 07:00:00,9.68,9.75,9.46,9.49,1.0,10.568384166929487,0.5019011406844106,-0.8622040068837338,-0.8622040068837338,HL,1.0,0.0,9.9905,10.626156353700582,9.35484364629942,0.10631243824886251,0.12725216029239392,0.3416666666666667,-0.40423315189081277,0.0,8.0,0.0,6.0,-0.8830545538679424,0.11694544613205737,0.0584727230660287,,1.0,0.6380952380952379,10.726422268635687,0.0042149631190726185,-0.047418335089568074,0.02002107481559531,-0.035827186512118005,-0.05268703898840885,-0.056902002107481656,0.013698630136986197,0.013698630136986197,0.028451001053740734,1.0,0.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.11764705882352695,-0.900000000000002,0.3518518518518503,D3_HLHH后健康回踩_周线过滤
002223.SZ,2021-12-06 07:00:00,34.49,34.57,34.03,34.04,1.0,37.6468533781871,0.4748010610079574,0.26251972346676195,0.26251972346676195,HL,1.0,0.0,35.362,37.09704582072074,33.62695417927927,0.11903023418400385,0.09813052546353347,0.23333333333333334,0.04993229047177805,7.0,0.0,0.0,2.0,-0.5491445937138477,0.45085540628615095,0.22542770314307578,,1.0,0.5238726790450929,5.319172178106762,0.02379553466509995,0.05434782608695656,0.0854876615746182,-0.02438307873090477,-0.02438307873090477,-0.02438307873090477,0.03407755581668636,0.06991774383078739,0.1157461809635722,1.0,1.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.975903614457836,2.2289156626506084,3.506024096385554,D3_HLHH后健康回踩_周线过滤
300324.SZ,2021-12-07 07:00:00,3.79,3.8,3.62,3.66,1.0,3.6942400509464166,0.5319148936170216,-0.9268496490271283,-0.9268496490271283,HL,1.0,0.0,3.8415,4.006820900070119,3.6761790999298807,0.0,0.08607101396335767,0.008333333333333333,-0.5593906842749508,0.0,9.0,0.0,1.0,-0.6744286637011883,0.3255713362988116,0.16278566814940582,,1.0,0.39130434782608703,4.25511351643759,0.07923497267759563,0.06830601092896174,0.10655737704918024,-0.008196721311475478,-0.008196721311475478,-0.024590163934426312,0.11475409836065571,0.256830601092896,0.256830601092896,1.0,1.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,9.666666666666586,8.333333333333263,4.333333333333315,D3_HLHH后健康回踩_周线过滤
600862.SH,2021-12-07 07:00:00,34.97,35.13,33.02,33.64,1.0,37.19781190942582,0.5339901477832515,2.4658219880462564,2.4658219880462564,HL,1.0,0.0,35.568,37.50483866132415,33.631161338675845,0.0022817236924919286,0.10890905652969819,0.08333333333333333,0.2594833341508085,4.0,0.0,0.0,15.0,-0.5435639790052755,0.4564360209947258,0.2282180104973626,,1.0,0.6848154869933457,17.27436563070397,0.06718192627824013,-0.009809750297265109,-0.02526753864447091,-0.005053507728894224,-0.029726516052318668,-0.04340071343638528,0.07312722948870395,0.07312722948870395,0.09036860879904872,1.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,13.294117647058679,-0.3299999999999983,-0.5821917808219184,D3_HLHH后健康回踩_周线过滤
688510.SH,2021-12-15 07:00:00,29.19,29.19,27.0,27.29,1.0,32.54138370501947,0.4863247863247863,2.158552920490759,2.158552920490759,HL,1.0,0.0,29.5875,32.16199703825821,27.013002961741794,0.05379634043890947,0.17402599329164048,0.13333333333333333,-0.32516716652016076,0.0,12.0,0.0,6.0,-0.9732178380490089,0.026782161950991104,0.013391080975495543,,1.0,0.4860064585575886,6.728890087413175,-0.040674239648222775,0.04617075851960431,-0.043239281788200794,-0.08244778307072188,-0.08244778307072188,-0.08244778307072188,0.0362770245511177,0.0578966654452181,0.08647856357640159,0.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.49333333333333307,0.5600000000000007,-0.5244444444444443,D3_HLHH后健康回踩_周线过滤
688059.SH,2021-12-16 07:00:00,166.6,167.15,161.6,164.0,1.0,184.60203526813254,0.5154251316779535,2.923543272947995,2.923543272947995,HL,1.0,0.0,173.2785,185.55884571988904,160.99815428011098,0.12222154768115703,0.14174113603117555,0.14166666666666666,0.15496890190093549,2.0,0.0,0.0,8.0,-0.5113251391027769,0.48867486089722373,0.24433743044861173,,1.0,0.6305527638190955,23.03763643226673,0.030975609756097637,-0.024390243902439025,-0.08304878048780491,-0.05024390243902445,-0.05024390243902445,-0.13414634146341464,0.03500000000000006,0.06091463414634152,0.06091463414634152,1.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.6165048543689329,-0.48543689320388295,-0.6190909090909092,D3_HLHH后健康回踩_周线过滤
301031.SZ,2021-12-17 07:00:00,166.0,166.0,160.0,160.0,1.0,197.0044737035482,0.480407429598562,-0.4174739580670027,-0.4174739580670027,HL,1.0,0.0,172.8705,188.74592059285425,156.99507940714574,0.09464066086560309,0.18366835975894388,0.05813953488372093,-0.007231826157101717,0.0,1.0,0.0,9.0,-0.9135054845459045,0.08649451545409464,0.04324725772704736,,1.0,0.5991891891891891,44.1323458464328,-0.06306250000000002,-0.049249999999999974,-0.06868750000000005,-0.07750000000000004,-0.09906249999999997,-0.17493750000000005,0.023249999999999993,0.023249999999999993,0.04118750000000002,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.8137096774193547,-0.49716088328075697,-0.39264022865309056,D3_HLHH后健康回踩_周线过滤
688101.SH,2021-12-23 07:00:00,20.09,20.18,19.57,19.58,1.0,22.280494165751975,0.49848024316109396,-0.6247098607463882,-0.6247098607463882,HL,1.0,0.0,20.531,21.682605835344578,19.37939416465542,0.08709830620324802,0.11218214751785878,0.09166666666666666,0.03096331654319795,1.0,0.0,0.0,12.0,-0.4628627538413066,0.5371372461586927,0.26856862307934654,,1.0,0.4589523064894448,1.567323577473918,0.0005107252298264333,0.024004085801838736,-0.07048008171603673,-0.040858018386108134,-0.040858018386108134,-0.07456588355464747,0.03575076608784489,0.06894790602655779,0.06894790602655779,1.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.012500000000001999,0.587500000000005,-0.9452054794520559,D3_HLHH后健康回踩_周线过滤
600010.SH,2021-12-27 07:00:00,2.8,2.85,2.71,2.78,1.0,3.186870866593197,0.45679012345678965,-0.4918116670680007,-0.4918116670680007,HL,1.0,0.0,2.9605,3.1627350118055766,2.7582649881944237,0.05373701519713019,0.13662220017265764,0.09166666666666666,0.02860675130992152,1.0,0.0,0.0,1.0,-0.5147322641693145,0.4852677358306855,0.24263386791534275,,1.0,0.5298507462686567,10.75972480461775,0.003597122302158357,0.025179856115108017,-0.133093525179856,-0.010791366906474751,-0.05395683453237407,-0.133093525179856,0.025179856115108017,0.04676258992805768,0.04676258992805768,1.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.3333333333333432,0.46666666666666884,-1.0,D3_HLHH后健康回踩_周线过滤
688019.SH,2022-01-04 07:00:00,271.88,280.0,263.6,265.02,1.0,305.2355304410171,0.4886230550443365,4.929043748584291,4.929043748584291,HL,1.0,0.0,281.466,303.32363884778056,259.60836115221946,0.12379285076187511,0.1553128182287065,0.30833333333333335,0.22948346584396195,7.0,0.0,0.0,19.0,-0.8577092203591485,0.14229077964085146,0.07114538982042573,,1.0,0.567590709622177,18.645573758840744,-0.08184287978265781,-0.0666742132669232,-0.17538298996302162,-0.10591653460116215,-0.11097275677307361,-0.1981737227379065,0.002980907101350919,0.002980907101350919,0.002980907101350919,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.7727110794442457,-0.6008160489629379,-0.8849961919268851,D3_HLHH后健康回踩_周线过滤
601878.SH,2022-01-06 07:00:00,12.92,12.96,12.67,12.76,1.0,13.874804715716667,0.4093023255813952,-0.5095774825334819,-0.5095774825334819,HL,1.0,0.0,13.170000000000002,13.654437818507178,12.685562181492825,0.07682907451007755,0.07356686689554691,0.11666666666666667,-0.21854507885757757,0.0,13.0,0.0,8.0,-0.20959149326469653,0.7904085067353044,0.39520425336765186,,1.0,0.607981220657277,8.239371610805165,0.007053291536050146,0.03134796238244517,-0.02664576802507836,-0.005485893416927922,-0.030564263322884058,-0.06269592476489019,0.030564263322884058,0.056426332288401305,0.056426332288401305,1.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,1.2857142857142785,1.025641025641025,-0.42500000000000043,D3_HLHH后健康回踩_周线过滤
002926.SZ,2022-01-14 07:00:00,9.69,9.72,9.46,9.48,1.0,10.0180150056628,0.47826086956521785,-0.6132725266982769,-0.6132725266982769,HL,1.0,0.0,9.700999999999999,9.896233193898809,9.505766806101189,0.0,0.04025011728663229,0.075,-0.029340033222906015,0.0,13.0,0.0,0.0,-0.4986686586756654,0.5013313413243344,0.2506656706621673,,1.0,0.5869565217391299,6.27792481480293,0.026371308016877634,-0.046413502109704775,-0.02953586497890307,-0.0021097046413501657,-0.04852320675105494,-0.04852320675105494,0.030590717299577967,0.030590717299577967,0.030590717299577967,1.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,12.500000000000266,-0.9565217391304358,-0.6086956521739144,D3_HLHH后健康回踩_周线过滤
300979.SZ,2022-01-14 07:00:00,83.94,84.48,83.0,83.19,1.0,88.97074420549573,0.3234106962663975,0.2286388001875284,0.2286388001875284,HL,1.0,0.0,86.173,89.39794713134951,82.94805286865049,0.03751179810012267,0.07484820376102745,0.041666666666666664,-0.2928210958963857,0.0,9.0,0.0,25.0,-0.9399838012134447,0.06001619878655676,0.030008099393278333,,1.0,0.2192771084337348,8.04210386144745,-0.011780262050727299,0.0512080778939777,-0.022839283567736405,-0.04435629282365666,-0.04435629282365666,-0.04435629282365666,0.020915975477821962,0.07284529390551751,0.07813439115278278,0.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.2655826558265595,1.1544715447154492,-0.5149051490514885,D3_HLHH后健康回踩_周线过滤
601919.SH,2022-01-17 07:00:00,17.98,18.0,17.36,17.44,1.0,19.500897651469458,0.5415162454873649,0.5107631892908292,0.5107631892908292,HL,1.0,0.0,18.6515,19.72892795582806,17.57407204417194,0.0,0.11553257977407291,0.15833333333333333,0.25855459817460646,6.0,0.0,0.0,5.0,-0.8362392935740983,0.16376070642590185,0.08188035321295091,,1.0,0.21383975026014568,-3.3136764223070685,-0.04701834862385322,-0.052178899082568814,-0.03727064220183498,-0.07798165137614696,-0.08543577981651387,-0.08543577981651387,0.04415137614678896,0.04415137614678896,0.04415137614678896,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.602941176470587,-0.6107382550335563,-0.43624161073825585,D3_HLHH后健康回踩_周线过滤
600369.SH,2022-01-19 07:00:00,5.07,5.12,5.04,5.06,1.0,5.418895696850005,0.46067415730337014,-0.45872004096444585,-0.45872004096444585,HL,1.0,0.0,5.157500000000001,5.2898442480805565,5.025155751919445,0.13164247251359842,0.05132108505305124,0.2916666666666667,0.2815341692562514,4.0,0.0,0.0,3.0,-0.22995541799972694,0.7700445820002705,0.38502229100013624,,1.0,0.37254901960784326,1.5077451253050234,-0.027667984189723258,-0.02371541501976269,-0.039525691699604605,-0.053359683794466324,-0.05731225296442689,-0.05731225296442689,0.02371541501976287,0.02371541501976287,0.02371541501976287,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.5185185185185182,-0.4137931034482731,-0.6896551724137906,D3_HLHH后健康回踩_周线过滤
002832.SZ,2022-01-21 07:00:00,24.1,24.6,23.9,24.0,1.0,23.51738990945341,0.4172494172494171,2.0521413830562576,2.0521413830562576,HL,1.0,0.0,24.911,26.112880193696462,23.70911980630354,0.1210104780917632,0.09649393390040228,0.3416666666666667,-0.11903538928577362,0.0,4.0,0.0,3.0,-0.4185829313900086,0.5814170686099918,0.29070853430499577,,1.0,0.5928308823529413,12.206061909962035,0.0,0.052083333333333336,0.07875000000000003,-0.04083333333333335,-0.04083333333333335,-0.04083333333333335,0.014583333333333393,0.10625000000000002,0.10625000000000002,0.0,1.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,0.0,1.2755102040816322,1.9285714285714284,D3_HLHH后健康回踩_周线过滤
300727.SZ,2022-03-04 07:00:00,28.88,29.37,28.01,28.2,1.0,31.382436300918826,0.5341530054644809,-0.942134292197849,-0.942134292197849,HL,1.0,0.0,29.325499999999998,30.918553357549158,27.73244664245084,0.1467475509635378,0.10864628787568223,0.075,-0.5539882168977974,0.0,6.0,0.0,0.0,-0.25244623369449004,0.7475537663055092,0.37377688315275487,,1.0,0.27580133849947164,-8.402684263994988,-0.037234042553191515,-0.04858156028368798,-0.1017730496453901,-0.10354609929078008,-0.11347517730496452,-0.13368794326241135,0.026595744680851064,0.026595744680851064,0.026595744680851064,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.35958904109589085,-0.42812500000000037,-0.7612732095490718,D3_HLHH后健康回踩_周线过滤
300615.SZ,2022-03-07 07:00:00,12.16,12.34,11.8,11.96,1.0,13.03608255576128,0.3926701570680632,-0.42158144217223836,-0.42158144217223836,HL,1.0,0.0,12.5505,13.11485715641775,11.986142843582249,0.0,0.0899338124246446,0.06666666666666667,-0.3685958547034971,0.0,4.0,0.0,1.0,-0.47644564577918186,0.5235543542208191,0.2617771771104093,,1.0,0.3986486486486488,-3.5379245911321946,-0.07943143812709039,-0.07441471571906359,-0.06605351170568569,-0.07943143812709039,-0.15301003344481603,-0.15301003344481603,0.01086956521739122,0.01086956521739122,0.06270903010033445,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-1.0,-0.486338797814208,-0.43169398907103873,D3_HLHH后健康回踩_周线过滤
002495.SZ,2022-03-08 07:00:00,2.89,2.89,2.78,2.8,1.0,3.218943288674239,0.4298245614035085,-0.30434893708710076,-0.30434893708710076,HL,1.0,0.0,2.8735,2.969056266147274,2.7779437338527257,0.11540983672007596,0.06650862442824026,0.175,-0.4525628306878112,0.0,7.0,0.0,0.0,-0.1576116949049139,0.8423883050950872,0.4211941525475431,,1.0,0.5909090909090909,7.9900280258825,-0.08928571428571429,0.0,0.017857142857142953,-0.09285714285714279,-0.11071428571428558,-0.11071428571428558,0.003571428571428654,0.010714285714285805,0.06071428571428585,0.0,0.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.9615384615384622,0.0,0.1612903225806462,D3_HLHH后健康回踩_周线过滤
002092.SZ,2022-03-09 07:00:00,10.85,10.85,10.05,10.47,1.0,11.29139188869898,0.5408560311284049,-0.23197388366683006,-0.23197388366683006,HL,1.0,0.0,10.9,11.421996168568334,10.378003831431666,0.08811958219985597,0.0957791134987769,0.125,-0.31272422242340214,0.0,12.0,0.0,12.0,-0.4094761391616602,0.5905238608383406,0.2952619304191701,,1.0,0.21696252465483226,-0.9199445269101593,-0.10219675262655208,-0.12416427889207265,-0.09169054441260753,-0.15663801337153777,-0.15663801337153777,-0.1642788920725884,0.03151862464183382,0.03151862464183382,0.03151862464183382,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.6524390243902439,-0.7926829268292686,-0.5581395348837213,D3_HLHH后健康回踩_周线过滤
600331.SH,2022-03-14 07:00:00,3.3,3.36,3.2,3.2,1.0,3.193047237220486,0.5070422535211272,0.2177469439996946,0.2177469439996946,HL,1.0,0.0,3.3335,3.5105056496272713,3.1564943503727285,0.12289339272188042,0.10619807987236922,0.14166666666666666,-0.16205168926031932,0.0,9.0,0.0,3.0,-0.5447115406255891,0.4552884593744115,0.2276442296872056,,1.0,0.35308056872037913,-3.356860050187184,-0.003125000000000072,-0.025000000000000022,0.14687499999999992,-0.071875,-0.071875,-0.071875,0.018749999999999878,0.018749999999999878,0.221875,0.0,0.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.04347826086956622,-0.34782608695652206,2.043478260869564,D3_HLHH后健康回踩_周线过滤
300763.SZ,2022-03-17 07:00:00,244.44,246.9,227.06,230.0,1.0,260.24293836399795,0.5275217276797473,4.891073381680349,4.891073381680349,HL,1.0,0.0,242.63199999999998,257.4310453746157,227.83295462538428,0.07321571492485536,0.12198758098367654,0.016666666666666666,-0.5333977791148827,0.0,8.0,0.0,4.0,-0.26024039119461506,0.7397596088053848,0.36987980440269247,,1.0,0.43316831683168316,1.7423199936188172,-0.08082608695652176,-0.08852173913043485,-0.18304347826086953,-0.11304347826086956,-0.12817391304347822,-0.2952173913043479,0.024608695652173898,0.024608695652173898,0.024608695652173898,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.7150000000000002,-0.6906377204884675,-0.6200294550810013,D3_HLHH后健康回踩_周线过滤
600460.SH,2022-03-24 07:00:00,54.5,54.88,53.16,53.87,1.0,61.18057432370883,0.4291970802919706,-0.6129127608267454,-0.6129127608267454,HL,1.0,0.0,56.786,59.69041319374526,53.881586806254745,0.0,0.10229328333551425,0.09166666666666666,-0.3762767891535209,0.0,9.0,0.0,1.0,-0.5439795009175213,0.4560204990824789,0.22801024954123938,,1.0,0.6733388361535287,21.079393506782733,-0.09968442546872096,-0.24503434193428617,-0.275478002598849,-0.10618154817152402,-0.24707629478373855,-0.2771486912938556,0.019120103953963265,0.019120103953963265,0.019120103953963265,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.9388111888111886,-0.9917355371900827,-0.9939718687206963,D3_HLHH后健康回踩_周线过滤
300035.SZ,2022-04-08 07:00:00,29.95,31.1,29.31,29.59,1.0,35.944612192914406,0.33691756272401435,0.8250878516913354,0.8250878516913354,HL,1.0,0.0,32.1435,35.48648235113502,28.80051764886499,0.1180805442880912,0.20800363066467642,0.175,-0.18369521775118958,0.0,8.0,0.0,8.0,-0.6792307619280227,0.32076923807197766,0.1603846190359888,,1.0,0.6797717184527583,13.434301746458491,-0.15174045285569443,-0.21527543088881382,-0.06928016221696522,-0.18080432578573846,-0.2426495437647854,-0.307874281851977,-0.012166272389320698,-0.012166272389320698,-0.012166272389320698,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.8392523364485976,-0.8871866295264625,-0.22502744237102093,D3_HLHH后健康回踩_周线过滤
600572.SH,2022-04-18 07:00:00,4.64,4.65,4.54,4.59,1.0,5.136726319178572,0.42857142857142844,1.106735914152553,1.106735914152553,HL,1.0,0.0,4.7665,5.003504219371714,4.529495780628285,0.12764375995521926,0.09944580693243023,0.5333333333333333,-0.3868059267980627,0.0,5.0,0.0,5.0,-0.3434089061064559,0.6565910938935454,0.32829554694677227,,1.0,0.5075757575757575,0.9737130693938537,-0.013071895424836517,0.006535947712418355,0.021786492374727785,-0.013071895424836517,-0.12200435729847486,-0.12200435729847486,0.10457516339869291,0.10457516339869291,0.12200435729847506,0.0,1.0,1.0,0.15,1,-1.0,0.55,0.0,1,0.7,-1.0,0.05357142857142905,0.17857142857142963,D3_HLHH后健康回踩_周线过滤
600495.SH,2022-04-21 07:00:00,3.91,3.94,3.71,3.72,1.0,4.042817182660986,0.4861111111111114,0.6147898370315332,0.6147898370315332,HL,1.0,0.0,3.878,4.028279739153352,3.7277202608466484,0.0,0.07750373344680346,0.25833333333333336,-0.4478277058036011,0.0,6.0,0.0,0.0,-0.47090711004313357,0.5290928899568663,0.2645464449784329,,1.0,0.5744680851063834,2.787902049990039,-0.13978494623655913,-0.09946236559139787,-0.08602150537634416,-0.16666666666666669,-0.16666666666666669,-0.16666666666666669,0.024193548387096735,0.024193548387096735,0.024193548387096735,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.8387096774193546,-0.5967741935483871,-0.516129032258065,D3_HLHH后健康回踩_周线过滤
603938.SH,2022-04-21 07:00:00,44.2,45.25,43.5,44.07,1.0,44.10441386952255,0.5487752470992694,-0.07802817564781975,-0.07802817564781975,HL,1.0,0.0,48.319,53.804493232152666,42.83350676784734,0.11270574767142917,0.22705325988338595,0.5666666666666667,0.01400855548347768,1.0,0.0,0.0,7.0,-0.8074132531459776,0.19258674685402205,0.09629337342701105,,1.0,0.38462742642454606,0.27024689506690935,-0.04152484683458131,0.13138189244383933,-0.05650102110279106,-0.19446335375538915,-0.19446335375538915,-0.19446335375538915,0.006353528477422308,0.16836850465169054,0.2026321760835035,0.0,1.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.2135355892648773,0.67561260210035,-0.29054842473745646,D3_HLHH后健康回踩_周线过滤
603323.SH,2022-05-09 07:00:00,5.42,5.43,5.19,5.23,1.0,5.218388042011634,0.43939393939393967,0.2225200175778791,0.2225200175778791,HL,1.0,0.0,5.489,5.840903395834739,5.137096604165261,0.13200127781427987,0.1282213138403131,0.4666666666666667,-0.1866096217521609,0.0,13.0,0.0,17.0,-0.800575081265787,0.19942491873421325,0.0997124593671066,,1.0,0.6982248520710059,5.467859390719715,-0.0076481835564053595,-0.0382409177820268,-0.040152963671128264,-0.02868068833652014,-0.04780114722753346,-0.07074569789674953,0.017208413001912018,0.017208413001912018,0.017208413001912018,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.2666666666666663,-0.8000000000000006,-0.5675675675675697,D3_HLHH后健康回踩_周线过滤
002628.SZ,2022-06-07 07:00:00,3.97,4.02,3.85,3.89,1.0,4.720668477754626,0.37410071942446055,0.06646396841576525,0.06646396841576525,HL,1.0,0.0,4.0835,4.357454375763529,3.809545624236471,0.1468390047417521,0.13417625848587203,0.3,-0.37447289421224705,0.0,9.0,0.0,1.0,-0.5245660634233583,0.4754339365766417,0.23771696828832084,,1.0,0.6292134831460678,6.211841121570736,-0.015424164524421607,-0.012853470437018063,-0.033419023136246874,-0.04370179948586116,-0.04370179948586116,-0.05141388174807202,0.05398457583547545,0.05398457583547545,0.05398457583547545,0.0,0.0,0.0,0.15,1,-1.0,0.55,0.0,1,0.7,-0.3529411764705887,-0.2941176470588252,-0.6500000000000011,D3_HLHH后健康回踩_周线过滤
