symbol,datetime,close,ret_5,ret_10,ret_20,ret_60,max_dd_20,rr_20,dsa_confirmed_pivot_pos_01,dsa_trade_pos_01,bb_width_norm,bb_pos_01,rope_pivot_pos_01,bars_since_dir_change,w_dsa_signed_vwap_dev_pct,w_prev_confirmed_down_bars,trigger_type,bb_expanding,range_break_up,dsa_trade_breakout_20,rule_rank
605001.SH,2023-10-27 07:00:00,6.58,-0.004559270516717363,0.0015197568389057428,0.045592705167173224,-0.1337386018237082,-0.04255319148936174,1.0714285714285698,0.22357723577235766,0.22357723577235766,0.10778073163921793,0.6533688083918918,0.875,0.0,-16.88787757958178,,expand_only,1.0,0.0,0.0,5
688137.SH,2023-11-02 07:00:00,51.19,0.04082828677476076,0.0629029107247509,0.07423324868138317,-0.16389919906231687,-0.015823403008399985,4.691358024691391,0.3488520408163265,0.38359046283309955,0.18108767125781583,0.6372006281627067,0.23764093668690342,2.0,-31.11470875667991,4.0,expand_only,1.0,0.0,0.0,5
600802.SH,2023-11-03 07:00:00,5.21,0.01151631477927056,0.015355086372360858,0.030710172744721716,-0.06142034548944343,-0.0019193857965450647,16.000000000000355,0.3223140495867766,0.42857142857142816,0.09397351407193914,0.5895957389985129,0.6249999999999998,7.0,1.725934510320701,14.0,expand_only,1.0,0.0,0.0,5
002613.SZ,2023-11-16 07:00:00,4.53,0.011037527593818946,-0.01324503311258289,-0.044150110375275976,-0.2582781456953643,-0.07064017660044156,-0.625,0.3432835820895529,0.42465753424657576,0.07347257076331015,0.6996839858110595,0.7407407407407426,1.0,-20.608899415320224,4.0,expand_only,1.0,0.0,0.0,5
600730.SH,2024-01-26 07:00:00,5.57,-0.15080789946140033,-0.18850987432675056,-0.10592459605026927,-0.12926391382405755,-0.3411131059245961,-0.31052631578947354,0.17567567567567588,0.309433962264151,0.17414240548547952,0.5709714678379422,0.8378378378378377,0.0,-32.869341496927476,21.0,expand_only,1.0,0.0,0.0,5
688512.SH,2024-06-24 07:00:00,9.4,-0.1319148936170213,-0.20531914893617026,-0.17021276595744686,-0.33191489361702126,-0.24893617021276604,-0.6837606837606838,0.3614864864864867,0.3614864864864867,0.19780328219057763,0.4761796824723924,0.13698630136986337,2.0,-33.19992603966164,1.0,expand_only,1.0,0.0,0.0,5
605507.SH,2024-08-05 07:00:00,16.85,0.040356083086053395,0.030860534124629052,0.1026706231454004,0.16557863501483672,-0.029673590504451036,3.4599999999999937,0.33766233766233794,0.409448818897638,0.10655626935627546,0.5774946377389663,0.547368421052632,1.0,-6.266282153892321,6.0,expand_only,1.0,0.0,0.0,5
300512.SZ,2024-08-22 07:00:00,5.8,0.1931034482758621,0.1051724137931035,-0.020689655172413814,0.2810344827586207,-0.06034482758620684,-0.3428571428571435,0.278372591006424,0.4094488188976376,0.11779774634454294,0.5678658030348928,0.31818181818181795,4.0,-27.10155193373453,6.0,expand_only,1.0,0.0,0.0,5
001259.SZ,2024-09-11 07:00:00,19.78,-0.047017189079878646,0.028311425682507517,0.054095045500505576,0.24873609706774508,-0.0884732052578362,0.6114285714285717,0.3556149732620324,0.3556149732620324,0.07811068026544396,0.6814981325456221,0.18305084745762787,1.0,-25.585482608464716,9.0,expand_only,1.0,0.0,0.0,5
300758.SZ,2024-09-11 07:00:00,10.64,-0.06484962406015049,0.06860902255639084,0.2791353383458645,0.2105263157894737,-0.07330827067669184,3.8076923076923,0.11465721040189134,0.41810344827586227,0.17965451661324763,0.6926858352564068,0.30769230769230826,3.0,10.412232550851016,54.0,expand_only,1.0,0.0,0.0,5
603399.SH,2024-09-13 07:00:00,6.36,0.03773584905660367,0.28301886792452824,0.24056603773584895,0.7767295597484277,-0.045597484276729564,5.275862068965514,0.14285714285714293,0.4370370370370374,0.14183056508364167,0.7360151574252046,0.35042735042735057,1.0,-36.67055194951423,5.0,expand_only,1.0,0.0,0.0,5
300668.SZ,2024-09-20 07:00:00,16.87,0.07172495554238277,0.08476585655008889,0.2027267338470657,0.4036751630112625,-0.03378778897451098,5.999999999999995,0.22193436960276344,0.4485714285714287,0.16884653050732334,0.7830590989383016,0.4485714285714287,3.0,-15.815475697067294,4.0,expand_only,1.0,0.0,0.0,5
300035.SZ,2025-01-23 07:00:00,14.68,0.049727520435967336,0.005449591280653956,0.12738419618528618,0.024523160762942742,-0.014986376021798288,8.500000000000048,0.29473684210526313,0.3888888888888888,0.1826702777577125,0.6370353973867233,0.5209790209790208,3.0,21.117323286470118,92.0,expand_only,1.0,0.0,0.0,5
688046.SH,2025-01-24 07:00:00,13.49,0.10452186805040772,0.16753150481838397,0.13936249073387688,-0.14825796886582654,-0.03335804299481105,4.177777777777766,0.2522202486678508,0.43292682926829273,0.14649901175228222,0.7690211603349463,0.6153846153846156,1.0,-4.829927896303555,3.0,expand_only,1.0,0.0,0.0,5
600153.SH,2025-02-19 07:00:00,9.91,0.04742684157416757,0.023208879919273503,0.0494450050454087,0.023208879919273503,-0.020181634712411634,2.4500000000000095,0.343283582089552,0.43949044585987274,0.11826759933901176,0.6533239132636925,0.4050632911392404,3.0,3.61206653022516,3.0,expand_only,1.0,0.0,0.0,5
002217.SZ,2025-03-24 07:00:00,2.13,0.051643192488263066,-0.07511737089201874,0.06103286384976521,0.10328638497652592,-0.12206572769953042,0.5,0.23376623376623362,0.42857142857142827,0.09195565990719981,0.8914084019967382,0.5238095238095233,1.0,-5.66023971684118,5.0,expand_only,1.0,0.0,0.0,5
603029.SH,2025-04-11 07:00:00,17.4,-0.025287356321838952,0.04942528735632201,0.07413793103448292,0.03275862068965519,-0.04137931034482752,1.7916666666666734,0.2920489296636083,0.42444444444444424,0.12803360925738885,0.6018596075369621,0.4682274247491636,1.0,-6.196036504624466,2.0,expand_only,1.0,0.0,0.0,5
000599.SZ,2025-04-15 07:00:00,4.66,-0.023605150214592342,-0.049356223175965754,0.040772532188841096,0.09012875536480684,-0.06223175965665237,0.6551724137931016,0.2640692640692642,0.40952380952380935,0.16329251228371633,0.5144899493768521,0.4166666666666669,5.0,6.967151157209961,45.0,expand_only,1.0,0.0,0.0,5
600279.SH,2025-04-15 07:00:00,5.1,0.07647058823529423,0.111764705882353,0.1294117647058824,0.12156862745098042,-0.009803921568627416,13.20000000000005,0.3450292397660818,0.39864864864864846,0.12778198984780498,0.4633450632988794,0.15384615384615322,3.0,10.4415199094288,37.0,expand_only,1.0,0.0,0.0,5
605089.SH,2025-04-23 07:00:00,23.92,-0.02968227424749167,0.01588628762541802,0.015468227424749056,0.03971571906354512,-0.03344481605351173,0.4624999999999964,0.21442125237191662,0.40720720720720743,0.12610433823777867,0.4650139940945938,0.5803108808290162,7.0,-10.423468996359636,2.0,expand_only,1.0,0.0,0.0,5
002179.SZ,2025-07-01 07:00:00,39.61,0.00858369098712455,-0.024236303963645567,-0.01615753597576371,0.045695531431456764,-0.03559707144660431,-0.4539007092198596,0.3637681159420288,0.3832061068702289,0.08928347012996607,0.7080926620082365,0.7028985507246374,1.0,1.3276016065489233,79.0,expand_only,1.0,0.0,0.0,5
300077.SZ,2025-07-02 07:00:00,24.83,-0.0032219089810712163,0.012082158679017347,0.008457511075312157,0.023761578735400864,-0.017317760773258147,0.48837209302325807,0.2695004382120946,0.44787644787644726,0.1610733600978423,0.682749975244822,0.44787644787644726,5.0,1.5068126129469035,64.0,expand_only,1.0,0.0,0.0,5
600528.SH,2025-10-23 07:00:00,8.64,-0.02662037037037042,-0.019675925925925916,-0.03935185185185183,-0.030092592592592567,-0.046296296296296335,-0.8499999999999989,0.3100616016427106,0.40157480314960625,0.07947638469768599,0.7905339269454797,0.4615384615384624,1.0,-2.743933228732351,44.0,expand_only,1.0,0.0,0.0,5
002349.SZ,2025-10-27 07:00:00,7.42,0.03234501347708898,0.07412398921832881,0.03638814016172513,0.0296495956873315,-0.01617250673854449,2.2500000000000018,0.3362068965517241,0.40624999999999967,0.07427475932345856,0.7325752695296869,0.45945945945945915,3.0,-0.23697781959876635,100.0,expand_only,1.0,0.0,0.0,5
002732.SZ,2025-10-29 07:00:00,17.1,0.03216374269005831,0.05847953216374269,0.04502923976608184,0.03216374269005831,-0.0023391812865498655,19.24999999999869,0.2513368983957224,0.4392523364485986,0.08812911002458475,0.6251197776662558,0.2546583850931679,4.0,2.9499645101649152,64.0,expand_only,1.0,0.0,0.0,5
002644.SZ,2025-10-30 07:00:00,8.89,0.017997750281214864,0.05061867266591668,0.014623172103486952,0.04049493813273334,-0.03262092238470202,0.44827586206896064,0.14450867052023125,0.4098360655737709,0.08496825553580416,0.5385175415210841,0.22500000000000045,6.0,1.4283340575506343,72.0,expand_only,1.0,0.0,0.0,5
002660.SZ,2025-12-10 07:00:00,9.94,-0.08953722334004012,-0.062374245472836945,-0.05130784708249495,-0.062374245472836945,-0.1136820925553319,-0.4513274336283188,0.377682403433476,0.377682403433476,0.13654688102079676,0.6000762734088594,0.331797235023041,2.0,6.882420284637779,46.0,expand_only,1.0,0.0,0.0,5
688193.SH,2025-12-24 07:00:00,48.48,-0.0022689768976897574,0.03630363036303641,0.09055280528052807,0.06250000000000003,-0.02021452145214515,4.479591836734709,0.30023094688221685,0.43117744610281883,0.1529331762172441,0.6950140246610186,0.4748490945674041,3.0,8.94576551733305,79.0,expand_only,1.0,0.0,0.0,5
300786.SZ,2025-12-29 07:00:00,16.42,0.05846528623629703,0.04080389768574897,0.00913520097442135,-0.15164433617539597,-0.02375152253349577,0.3846153846153804,0.21320495185694666,0.42936288088642716,0.13486617074500806,0.7309545277634977,0.5155279503105603,3.0,5.187026137656655,44.0,expand_only,1.0,0.0,0.0,5
002952.SZ,2026-01-14 07:00:00,21.2,0.006132075471698067,0.018396226415094367,0.10471698113207559,,-0.034433962264150964,3.0410958904109604,0.36902485659655826,0.4288888888888888,0.1326266288483225,0.8265338717438186,0.5605381165919281,2.0,-13.980250345382203,12.0,expand_only,1.0,0.0,0.0,5
300199.SZ,2023-08-16 07:00:00,10.75,-0.14139534883720925,-0.14511627906976748,-0.08651162790697672,0.4706976744186047,-0.19441860465116279,-0.4449760765550238,0.2826666666666668,0.37994722955145116,0.1847025137418459,0.6674467467983333,0.2827586206896554,3.0,-30.705434092704582,,expand_only,1.0,0.0,0.0,6
001256.SZ,2023-09-14 07:00:00,18.01,-0.01443642420877299,0.019988895058300912,-0.05108273181565806,-0.009994447529150652,-0.05219322598556364,-0.9787234042553197,0.3653846153846158,0.3823529411764713,0.1270727470380362,0.41228737028704704,0.49418604651162906,11.0,-35.03829405811275,3.0,expand_only,1.0,0.0,0.0,6
605001.SH,2023-10-27 07:00:00,6.58,-0.004559270516717363,0.0015197568389057428,0.045592705167173224,-0.1337386018237082,-0.04255319148936174,1.0714285714285698,0.22357723577235766,0.22357723577235766,0.10778073163921793,0.6533688083918918,0.875,0.0,-16.88787757958178,,expand_only,1.0,0.0,0.0,6
688137.SH,2023-11-02 07:00:00,51.19,0.04082828677476076,0.0629029107247509,0.07423324868138317,-0.16389919906231687,-0.015823403008399985,4.691358024691391,0.3488520408163265,0.38359046283309955,0.18108767125781583,0.6372006281627067,0.23764093668690342,2.0,-31.11470875667991,4.0,expand_only,1.0,0.0,0.0,6
600802.SH,2023-11-03 07:00:00,5.21,0.01151631477927056,0.015355086372360858,0.030710172744721716,-0.06142034548944343,-0.0019193857965450647,16.000000000000355,0.3223140495867766,0.42857142857142816,0.09397351407193914,0.5895957389985129,0.6249999999999998,7.0,1.725934510320701,14.0,expand_only,1.0,0.0,0.0,6
002613.SZ,2023-11-16 07:00:00,4.53,0.011037527593818946,-0.01324503311258289,-0.044150110375275976,-0.2582781456953643,-0.07064017660044156,-0.625,0.3432835820895529,0.42465753424657576,0.07347257076331015,0.6996839858110595,0.7407407407407426,1.0,-20.608899415320224,4.0,expand_only,1.0,0.0,0.0,6
600730.SH,2024-01-26 07:00:00,5.57,-0.15080789946140033,-0.18850987432675056,-0.10592459605026927,-0.12926391382405755,-0.3411131059245961,-0.31052631578947354,0.17567567567567588,0.309433962264151,0.17414240548547952,0.5709714678379422,0.8378378378378377,0.0,-32.869341496927476,21.0,expand_only,1.0,0.0,0.0,6
688512.SH,2024-06-24 07:00:00,9.4,-0.1319148936170213,-0.20531914893617026,-0.17021276595744686,-0.33191489361702126,-0.24893617021276604,-0.6837606837606838,0.3614864864864867,0.3614864864864867,0.19780328219057763,0.4761796824723924,0.13698630136986337,2.0,-33.19992603966164,1.0,expand_only,1.0,0.0,0.0,6
605507.SH,2024-08-05 07:00:00,16.85,0.040356083086053395,0.030860534124629052,0.1026706231454004,0.16557863501483672,-0.029673590504451036,3.4599999999999937,0.33766233766233794,0.409448818897638,0.10655626935627546,0.5774946377389663,0.547368421052632,1.0,-6.266282153892321,6.0,expand_only,1.0,0.0,0.0,6
300512.SZ,2024-08-22 07:00:00,5.8,0.1931034482758621,0.1051724137931035,-0.020689655172413814,0.2810344827586207,-0.06034482758620684,-0.3428571428571435,0.278372591006424,0.4094488188976376,0.11779774634454294,0.5678658030348928,0.31818181818181795,4.0,-27.10155193373453,6.0,expand_only,1.0,0.0,0.0,6
001259.SZ,2024-09-11 07:00:00,19.78,-0.047017189079878646,0.028311425682507517,0.054095045500505576,0.24873609706774508,-0.0884732052578362,0.6114285714285717,0.3556149732620324,0.3556149732620324,0.07811068026544396,0.6814981325456221,0.18305084745762787,1.0,-25.585482608464716,9.0,expand_only,1.0,0.0,0.0,6
300758.SZ,2024-09-11 07:00:00,10.64,-0.06484962406015049,0.06860902255639084,0.2791353383458645,0.2105263157894737,-0.07330827067669184,3.8076923076923,0.11465721040189134,0.41810344827586227,0.17965451661324763,0.6926858352564068,0.30769230769230826,3.0,10.412232550851016,54.0,expand_only,1.0,0.0,0.0,6
603399.SH,2024-09-13 07:00:00,6.36,0.03773584905660367,0.28301886792452824,0.24056603773584895,0.7767295597484277,-0.045597484276729564,5.275862068965514,0.14285714285714293,0.4370370370370374,0.14183056508364167,0.7360151574252046,0.35042735042735057,1.0,-36.67055194951423,5.0,expand_only,1.0,0.0,0.0,6
300668.SZ,2024-09-20 07:00:00,16.87,0.07172495554238277,0.08476585655008889,0.2027267338470657,0.4036751630112625,-0.03378778897451098,5.999999999999995,0.22193436960276344,0.4485714285714287,0.16884653050732334,0.7830590989383016,0.4485714285714287,3.0,-15.815475697067294,4.0,expand_only,1.0,0.0,0.0,6
300035.SZ,2025-01-23 07:00:00,14.68,0.049727520435967336,0.005449591280653956,0.12738419618528618,0.024523160762942742,-0.014986376021798288,8.500000000000048,0.29473684210526313,0.3888888888888888,0.1826702777577125,0.6370353973867233,0.5209790209790208,3.0,21.117323286470118,92.0,expand_only,1.0,0.0,0.0,6
688046.SH,2025-01-24 07:00:00,13.49,0.10452186805040772,0.16753150481838397,0.13936249073387688,-0.14825796886582654,-0.03335804299481105,4.177777777777766,0.2522202486678508,0.43292682926829273,0.14649901175228222,0.7690211603349463,0.6153846153846156,1.0,-4.829927896303555,3.0,expand_only,1.0,0.0,0.0,6
600153.SH,2025-02-19 07:00:00,9.91,0.04742684157416757,0.023208879919273503,0.0494450050454087,0.023208879919273503,-0.020181634712411634,2.4500000000000095,0.343283582089552,0.43949044585987274,0.11826759933901176,0.6533239132636925,0.4050632911392404,3.0,3.61206653022516,3.0,expand_only,1.0,0.0,0.0,6
002217.SZ,2025-03-24 07:00:00,2.13,0.051643192488263066,-0.07511737089201874,0.06103286384976521,0.10328638497652592,-0.12206572769953042,0.5,0.23376623376623362,0.42857142857142827,0.09195565990719981,0.8914084019967382,0.5238095238095233,1.0,-5.66023971684118,5.0,expand_only,1.0,0.0,0.0,6
603029.SH,2025-04-11 07:00:00,17.4,-0.025287356321838952,0.04942528735632201,0.07413793103448292,0.03275862068965519,-0.04137931034482752,1.7916666666666734,0.2920489296636083,0.42444444444444424,0.12803360925738885,0.6018596075369621,0.4682274247491636,1.0,-6.196036504624466,2.0,expand_only,1.0,0.0,0.0,6
000599.SZ,2025-04-15 07:00:00,4.66,-0.023605150214592342,-0.049356223175965754,0.040772532188841096,0.09012875536480684,-0.06223175965665237,0.6551724137931016,0.2640692640692642,0.40952380952380935,0.16329251228371633,0.5144899493768521,0.4166666666666669,5.0,6.967151157209961,45.0,expand_only,1.0,0.0,0.0,6
600279.SH,2025-04-15 07:00:00,5.1,0.07647058823529423,0.111764705882353,0.1294117647058824,0.12156862745098042,-0.009803921568627416,13.20000000000005,0.3450292397660818,0.39864864864864846,0.12778198984780498,0.4633450632988794,0.15384615384615322,3.0,10.4415199094288,37.0,expand_only,1.0,0.0,0.0,6
605089.SH,2025-04-23 07:00:00,23.92,-0.02968227424749167,0.01588628762541802,0.015468227424749056,0.03971571906354512,-0.03344481605351173,0.4624999999999964,0.21442125237191662,0.40720720720720743,0.12610433823777867,0.4650139940945938,0.5803108808290162,7.0,-10.423468996359636,2.0,expand_only,1.0,0.0,0.0,6
002179.SZ,2025-07-01 07:00:00,39.61,0.00858369098712455,-0.024236303963645567,-0.01615753597576371,0.045695531431456764,-0.03559707144660431,-0.4539007092198596,0.3637681159420288,0.3832061068702289,0.08928347012996607,0.7080926620082365,0.7028985507246374,1.0,1.3276016065489233,79.0,expand_only,1.0,0.0,0.0,6
300077.SZ,2025-07-02 07:00:00,24.83,-0.0032219089810712163,0.012082158679017347,0.008457511075312157,0.023761578735400864,-0.017317760773258147,0.48837209302325807,0.2695004382120946,0.44787644787644726,0.1610733600978423,0.682749975244822,0.44787644787644726,5.0,1.5068126129469035,64.0,expand_only,1.0,0.0,0.0,6
600528.SH,2025-10-23 07:00:00,8.64,-0.02662037037037042,-0.019675925925925916,-0.03935185185185183,-0.030092592592592567,-0.046296296296296335,-0.8499999999999989,0.3100616016427106,0.40157480314960625,0.07947638469768599,0.7905339269454797,0.4615384615384624,1.0,-2.743933228732351,44.0,expand_only,1.0,0.0,0.0,6
002349.SZ,2025-10-27 07:00:00,7.42,0.03234501347708898,0.07412398921832881,0.03638814016172513,0.0296495956873315,-0.01617250673854449,2.2500000000000018,0.3362068965517241,0.40624999999999967,0.07427475932345856,0.7325752695296869,0.45945945945945915,3.0,-0.23697781959876635,100.0,expand_only,1.0,0.0,0.0,6
002732.SZ,2025-10-29 07:00:00,17.1,0.03216374269005831,0.05847953216374269,0.04502923976608184,0.03216374269005831,-0.0023391812865498655,19.24999999999869,0.2513368983957224,0.4392523364485986,0.08812911002458475,0.6251197776662558,0.2546583850931679,4.0,2.9499645101649152,64.0,expand_only,1.0,0.0,0.0,6
002644.SZ,2025-10-30 07:00:00,8.89,0.017997750281214864,0.05061867266591668,0.014623172103486952,0.04049493813273334,-0.03262092238470202,0.44827586206896064,0.14450867052023125,0.4098360655737709,0.08496825553580416,0.5385175415210841,0.22500000000000045,6.0,1.4283340575506343,72.0,expand_only,1.0,0.0,0.0,6
002660.SZ,2025-12-10 07:00:00,9.94,-0.08953722334004012,-0.062374245472836945,-0.05130784708249495,-0.062374245472836945,-0.1136820925553319,-0.4513274336283188,0.377682403433476,0.377682403433476,0.13654688102079676,0.6000762734088594,0.331797235023041,2.0,6.882420284637779,46.0,expand_only,1.0,0.0,0.0,6
688193.SH,2025-12-24 07:00:00,48.48,-0.0022689768976897574,0.03630363036303641,0.09055280528052807,0.06250000000000003,-0.02021452145214515,4.479591836734709,0.30023094688221685,0.43117744610281883,0.1529331762172441,0.6950140246610186,0.4748490945674041,3.0,8.94576551733305,79.0,expand_only,1.0,0.0,0.0,6
300786.SZ,2025-12-29 07:00:00,16.42,0.05846528623629703,0.04080389768574897,0.00913520097442135,-0.15164433617539597,-0.02375152253349577,0.3846153846153804,0.21320495185694666,0.42936288088642716,0.13486617074500806,0.7309545277634977,0.5155279503105603,3.0,5.187026137656655,44.0,expand_only,1.0,0.0,0.0,6
002952.SZ,2026-01-14 07:00:00,21.2,0.006132075471698067,0.018396226415094367,0.10471698113207559,,-0.034433962264150964,3.0410958904109604,0.36902485659655826,0.4288888888888888,0.1326266288483225,0.8265338717438186,0.5605381165919281,2.0,-13.980250345382203,12.0,expand_only,1.0,0.0,0.0,6
300199.SZ,2023-08-16 07:00:00,10.75,-0.14139534883720925,-0.14511627906976748,-0.08651162790697672,0.4706976744186047,-0.19441860465116279,-0.4449760765550238,0.2826666666666668,0.37994722955145116,0.1847025137418459,0.6674467467983333,0.2827586206896554,3.0,-30.705434092704582,,expand_only,1.0,0.0,0.0,7
001256.SZ,2023-09-14 07:00:00,18.01,-0.01443642420877299,0.019988895058300912,-0.05108273181565806,-0.009994447529150652,-0.05219322598556364,-0.9787234042553197,0.3653846153846158,0.3823529411764713,0.1270727470380362,0.41228737028704704,0.49418604651162906,11.0,-35.03829405811275,3.0,expand_only,1.0,0.0,0.0,7
605001.SH,2023-10-27 07:00:00,6.58,-0.004559270516717363,0.0015197568389057428,0.045592705167173224,-0.1337386018237082,-0.04255319148936174,1.0714285714285698,0.22357723577235766,0.22357723577235766,0.10778073163921793,0.6533688083918918,0.875,0.0,-16.88787757958178,,expand_only,1.0,0.0,0.0,7
688137.SH,2023-11-02 07:00:00,51.19,0.04082828677476076,0.0629029107247509,0.07423324868138317,-0.16389919906231687,-0.015823403008399985,4.691358024691391,0.3488520408163265,0.38359046283309955,0.18108767125781583,0.6372006281627067,0.23764093668690342,2.0,-31.11470875667991,4.0,expand_only,1.0,0.0,0.0,7
600802.SH,2023-11-03 07:00:00,5.21,0.01151631477927056,0.015355086372360858,0.030710172744721716,-0.06142034548944343,-0.0019193857965450647,16.000000000000355,0.3223140495867766,0.42857142857142816,0.09397351407193914,0.5895957389985129,0.6249999999999998,7.0,1.725934510320701,14.0,expand_only,1.0,0.0,0.0,7
002613.SZ,2023-11-16 07:00:00,4.53,0.011037527593818946,-0.01324503311258289,-0.044150110375275976,-0.2582781456953643,-0.07064017660044156,-0.625,0.3432835820895529,0.42465753424657576,0.07347257076331015,0.6996839858110595,0.7407407407407426,1.0,-20.608899415320224,4.0,expand_only,1.0,0.0,0.0,7
600730.SH,2024-01-26 07:00:00,5.57,-0.15080789946140033,-0.18850987432675056,-0.10592459605026927,-0.12926391382405755,-0.3411131059245961,-0.31052631578947354,0.17567567567567588,0.309433962264151,0.17414240548547952,0.5709714678379422,0.8378378378378377,0.0,-32.869341496927476,21.0,expand_only,1.0,0.0,0.0,7
688512.SH,2024-06-24 07:00:00,9.4,-0.1319148936170213,-0.20531914893617026,-0.17021276595744686,-0.33191489361702126,-0.24893617021276604,-0.6837606837606838,0.3614864864864867,0.3614864864864867,0.19780328219057763,0.4761796824723924,0.13698630136986337,2.0,-33.19992603966164,1.0,expand_only,1.0,0.0,0.0,7
605507.SH,2024-08-05 07:00:00,16.85,0.040356083086053395,0.030860534124629052,0.1026706231454004,0.16557863501483672,-0.029673590504451036,3.4599999999999937,0.33766233766233794,0.409448818897638,0.10655626935627546,0.5774946377389663,0.547368421052632,1.0,-6.266282153892321,6.0,expand_only,1.0,0.0,0.0,7
300512.SZ,2024-08-22 07:00:00,5.8,0.1931034482758621,0.1051724137931035,-0.020689655172413814,0.2810344827586207,-0.06034482758620684,-0.3428571428571435,0.278372591006424,0.4094488188976376,0.11779774634454294,0.5678658030348928,0.31818181818181795,4.0,-27.10155193373453,6.0,expand_only,1.0,0.0,0.0,7
001259.SZ,2024-09-11 07:00:00,19.78,-0.047017189079878646,0.028311425682507517,0.054095045500505576,0.24873609706774508,-0.0884732052578362,0.6114285714285717,0.3556149732620324,0.3556149732620324,0.07811068026544396,0.6814981325456221,0.18305084745762787,1.0,-25.585482608464716,9.0,expand_only,1.0,0.0,0.0,7
300758.SZ,2024-09-11 07:00:00,10.64,-0.06484962406015049,0.06860902255639084,0.2791353383458645,0.2105263157894737,-0.07330827067669184,3.8076923076923,0.11465721040189134,0.41810344827586227,0.17965451661324763,0.6926858352564068,0.30769230769230826,3.0,10.412232550851016,54.0,expand_only,1.0,0.0,0.0,7
603399.SH,2024-09-13 07:00:00,6.36,0.03773584905660367,0.28301886792452824,0.24056603773584895,0.7767295597484277,-0.045597484276729564,5.275862068965514,0.14285714285714293,0.4370370370370374,0.14183056508364167,0.7360151574252046,0.35042735042735057,1.0,-36.67055194951423,5.0,expand_only,1.0,0.0,0.0,7
300668.SZ,2024-09-20 07:00:00,16.87,0.07172495554238277,0.08476585655008889,0.2027267338470657,0.4036751630112625,-0.03378778897451098,5.999999999999995,0.22193436960276344,0.4485714285714287,0.16884653050732334,0.7830590989383016,0.4485714285714287,3.0,-15.815475697067294,4.0,expand_only,1.0,0.0,0.0,7
300035.SZ,2025-01-23 07:00:00,14.68,0.049727520435967336,0.005449591280653956,0.12738419618528618,0.024523160762942742,-0.014986376021798288,8.500000000000048,0.29473684210526313,0.3888888888888888,0.1826702777577125,0.6370353973867233,0.5209790209790208,3.0,21.117323286470118,92.0,expand_only,1.0,0.0,0.0,7
688046.SH,2025-01-24 07:00:00,13.49,0.10452186805040772,0.16753150481838397,0.13936249073387688,-0.14825796886582654,-0.03335804299481105,4.177777777777766,0.2522202486678508,0.43292682926829273,0.14649901175228222,0.7690211603349463,0.6153846153846156,1.0,-4.829927896303555,3.0,expand_only,1.0,0.0,0.0,7
600153.SH,2025-02-19 07:00:00,9.91,0.04742684157416757,0.023208879919273503,0.0494450050454087,0.023208879919273503,-0.020181634712411634,2.4500000000000095,0.343283582089552,0.43949044585987274,0.11826759933901176,0.6533239132636925,0.4050632911392404,3.0,3.61206653022516,3.0,expand_only,1.0,0.0,0.0,7
002217.SZ,2025-03-24 07:00:00,2.13,0.051643192488263066,-0.07511737089201874,0.06103286384976521,0.10328638497652592,-0.12206572769953042,0.5,0.23376623376623362,0.42857142857142827,0.09195565990719981,0.8914084019967382,0.5238095238095233,1.0,-5.66023971684118,5.0,expand_only,1.0,0.0,0.0,7
603029.SH,2025-04-11 07:00:00,17.4,-0.025287356321838952,0.04942528735632201,0.07413793103448292,0.03275862068965519,-0.04137931034482752,1.7916666666666734,0.2920489296636083,0.42444444444444424,0.12803360925738885,0.6018596075369621,0.4682274247491636,1.0,-6.196036504624466,2.0,expand_only,1.0,0.0,0.0,7
000599.SZ,2025-04-15 07:00:00,4.66,-0.023605150214592342,-0.049356223175965754,0.040772532188841096,0.09012875536480684,-0.06223175965665237,0.6551724137931016,0.2640692640692642,0.40952380952380935,0.16329251228371633,0.5144899493768521,0.4166666666666669,5.0,6.967151157209961,45.0,expand_only,1.0,0.0,0.0,7
600279.SH,2025-04-15 07:00:00,5.1,0.07647058823529423,0.111764705882353,0.1294117647058824,0.12156862745098042,-0.009803921568627416,13.20000000000005,0.3450292397660818,0.39864864864864846,0.12778198984780498,0.4633450632988794,0.15384615384615322,3.0,10.4415199094288,37.0,expand_only,1.0,0.0,0.0,7
605089.SH,2025-04-23 07:00:00,23.92,-0.02968227424749167,0.01588628762541802,0.015468227424749056,0.03971571906354512,-0.03344481605351173,0.4624999999999964,0.21442125237191662,0.40720720720720743,0.12610433823777867,0.4650139940945938,0.5803108808290162,7.0,-10.423468996359636,2.0,expand_only,1.0,0.0,0.0,7
002179.SZ,2025-07-01 07:00:00,39.61,0.00858369098712455,-0.024236303963645567,-0.01615753597576371,0.045695531431456764,-0.03559707144660431,-0.4539007092198596,0.3637681159420288,0.3832061068702289,0.08928347012996607,0.7080926620082365,0.7028985507246374,1.0,1.3276016065489233,79.0,expand_only,1.0,0.0,0.0,7
300077.SZ,2025-07-02 07:00:00,24.83,-0.0032219089810712163,0.012082158679017347,0.008457511075312157,0.023761578735400864,-0.017317760773258147,0.48837209302325807,0.2695004382120946,0.44787644787644726,0.1610733600978423,0.682749975244822,0.44787644787644726,5.0,1.5068126129469035,64.0,expand_only,1.0,0.0,0.0,7
